"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"19","04","BLF","20190151","","","","","19","04","FEC","X17040219","","272531W","19","04","02","3","0","PM","07","0","0","0","0","","POMPANO BEACH","MP 332","12","89","2","2","079","E","BLF6","2","0","2","Y","EAST MAIN","4","","1","BLF","000606","001","N","","","000","","0","1","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","10793","0","M308","","0","3","0","3","M308","1","4","079","11205","","12C011","3","000000","0","1","","1","","01","40","01","40","1","3","","","","","","265","","2019","0","0","0","0","0","3","BROWARD","011","","","","Y","CWR","000-000-000","BLF 606 TRAVELING SB ON EM NOTICED A VEHICLE FOULING HAMMONDVILLE ROAD MP 332.97.  LOCOMOTIVE ENGINE","ER SOUNDED HORN AND BELL. PLACED TRAIN IN EMERGENCY STRIKING THE VEHCLE.  PASSENGERS IN VEHICLE WERE","TRANSPORTED TO LOCAL HOSPITAL WITH MINOR INJURIES. FEC COST $412","","","","","","","","","","","","","0","26.234206","-80.125141","1","1","B","Q","","SYSTEM",
"19","04","BLF","20190162","","","","","19","04","FEC","T12041219","","","19","04","12","11","59","AM","13","0","0","0","68","","POMPANO BEACH","334.6","12","80","2","1","079","E","BLF6","2","0","2","Y","EAST MAIN","4","","1","BLF","000604","001","N","","","000","","0","1","0","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","15325","0","M599","","1","0","1","0","M599","1","4","079","15325","","12C011","0","000000","1","1","","1","","05","09","05","09","1","3","","","","","","362","","2019","0","0","0","0","1","0","BROWARD","011","","","","Y","CWR","000-000-000","BLF604 TRAVELING SB ON EM AT APPROXIMATELY 79 MPH NOTICED A TRESPASSER COMING ACROSS THE TRACKS WITH","HIS BIKE,  FROM THE WEST SIDE OF THE TRACKS TO THE EAST SIDE OF THE TRACKS.  LOCOMOTIVE ENGINEER SO","UNDED HORN AND BELL TO WARN TRESPASSER, PLACED TRAIN INTO EMERGENCY AND STRUCK TRESPASSER .  RESULTI","NG IN A FATALITY, 68 PASSENGERS WERE EVACUATED. FEC COST $0.00","","","","","","","","","","","","0","26.203612","-80.132372","1","1","B","Q","","SYSTEM",
"19","08","UP","0819PN015","","","","","19","08","UP","0819PN015","","","19","08","13","4","20","PM","01","0","0","0","0","","PORTLAND","4.49","41","84","2","1","004","E","YBA6","3","5069","7","Y","YARD 125","1","","4","UP","008926","001","","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","40","0","0","0","0","0","0","0","51898","6210","T314","","0","0","0","0","T314","4","1","004","58108","","41C051","0","000000","0","1","0","1","1","01","20","01","20","1","8","","1","","","","120","","2019","0","0","0","0","0","0","MULTNOMAH","051","","","","N","CWR","000-000-000","YBA66-13 LEAD LOCOMOTIVE UP8926, LEAD LOCOMOTIVE CLIMBED THE SWITCH POINT CAUSING IT TO FAIL TO NAVI","GATE THE CROSS OVER.","","","","","","","","","","","","","","0","45.604473","-122.76876","2","5","","","","ST JOHNS IND LD",
"19","02","CRSH","132800","","","","","19","02","CRSH","132800","","","19","02","07","11","30","AM","12","0","0","0","0","","CAMDEN","MP001.","34","38","2","1","005","E","NOTR","4","0","6","N","PAV 18 CLASS","1","0010","2","CITX","200506","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","27822","0","M201","","0","0","0","0","M201","2","1","005","27822","","34C007","0","000000","0","0","0","0","0","","","","","1","1","","3","","","","59","","2019","0","0","0","0","0","0","CAMDEN","007","","","","N","CWR","000-000-000","LOAD SHIFTED AND BLEW OUT END OF CAR, STRIKING ANOTHER CAR.","","","","","","","","","","","","","","","0","39.949626","-75.094573","2","5","K","","","SOUTH JERSEY",
"19","08","CRSH","135172","","","","","19","08","CRSH","135172","","","19","08","20","12","15","PM","01","0","0","0","0","","NEWARK","MP001.","34","87","2","1","005","E","OI9","3","0","7","Y","1/2, 3/4 DIVIDE","1","0010","2","NS","471230","013","N","","","000","","2","0","0","0","0","0","0","0","0","0","5","0","19","0","0","0","0","2","0","0","10589","35200","T317","","0","0","0","0","T317","2","1","005","45789","","34C013","0","000000","0","1","0","1","1","05","45","05","45","1","1","","3","","","","64","","2019","0","0","0","0","0","0","ESSEX","013","","","","N","OTH","000-000-000","OI9 SHOVED DOWN FROM HUMP TO GIVE TK18 A START, DERAILED ON FROG","","","","","","","","","","","","","","","0","40.71026","-74.142665","2","5","K","","","NORTH JERSEY",
"19","08","CRSH","135328","","","","","19","08","CRSH","135328","","","19","08","30","2","35","PM","05","0","0","0","0","","MANVILLE","MP017.","34","84","2","1","000","R","NOTR","4","0","6","Y","DOUBLE-LEHIGH #1","4","0010","1","TBOX","667161","003","N","","","000","","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","16706","0","H302","","0","0","0","0","H302","1","4","005","35374","","34C035","0","000000","0","0","0","0","0","","","","","1","1","","3","","","","46","","2019","0","0","0","0","0","0","SOMERSET","035","00","00","","N","CWR","000-000-000","CONDUCTOR LEFT CAR IN THE FOUL WHILE SWITCHING","","","","","","","","","","","","","","","0","40.649693","-74.293336","1","1","D","","","NORTH JERSEY",
"19","01","NS","132393","","","","","19","01","NS","132393","","","19","01","12","10","0","PM","01","0","0","0","0","","DECATUR","D373.0","17","28","4","6","006","E","DD27","3","0","7","Y","EB26","1","0100","2","NS","003351","001","N","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29018","0","M101","","0","0","0","0","M101","2","1","006","29018","","17C115","0","000000","0","0","0","1","0","","","06","","1","4","","1","","","","236","","2019","0","0","0","0","0","0","MACON","115","00","00","","N","OTH","000-000-000","DD27 (LITE POWER, REMOTE SET) NS3351 & NS 961 (SLUG) TRAVELING EAST ON EASTBOUND RECEIVING LEAD DERA","ILED #2 AND #3 AXLES (LEADING SET OF TRUCKS) ON NS 3351 BEFORE TRAVERSING EB26 TURNOUT ACCOUNT FROZE","N DEBRIS (SNOW AND ICE) IN FLANGEWAY","","","","","","","","","","","","","0","39.858401","-88.898396","2","5","K","","","ILLINOIS",
"19","01","NS","132413","19","01","UP","0119GL018","19","01","NS","132413","","","19","01","14","7","6","AM","01","0","0","0","0","","CHICAGO","UW002.","17","24","1","1","000","E","","","0","","","CT22","1","0000","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30980","H702","","0","0","0","0","H702","2","1","008","70980","","17C031","0","000000","0","0","0","0","0","","","","","1","4","","1","","","","466","","2019","0","0","0","0","0","0","COOK","031","","","","N","OTH","","**** UNION PACIFIC TRAIN **** UNION PACIFIC ASSIGNMENT IGSAH4 WITH THE FOLLOWING CONSIST UP 6884 +4","UNITS, 36 X 1, 4,423 TONS, 7,700 FEET TRAVELING EASTWARDS OUT THE EAST END OF TRACK CT22 STOPPED MAD","E REVERSE MOVEMENT WESTWARD INTO TRACK CT23 DERAILLING ALL WHEELS ON THE FOLLOWING LOADED INTERMODAL","EQUIPMENT; DTTX 751503, DTTX 750745, DTTX 658410, DTTX 749651 AND A-END ON DTTX 745134. UP TRAIN &","CREW, UP WILL FILE THE HUMAN FACTOR FORM 81. NO NS CREWS INVOLVED.","","","","","","","","","","","","41.820805","-87.673669","2","5","K","","","DEARBORN",
"19","06","KCS","19062001","","","","","19","06","KCS","19062001","","","19","06","20","7","30","PM","12","9","0","0","0","","BATON ROUGE","0220.0","22","80","3","2","005","E","YBR2","4","595","7","Y","TRACK 723 & 728","X","","4","SHPX","210357","014","N","","","000","","2","0","0","0","0","0","0","0","0","0","2","0","12","0","0","0","0","0","0","0","6500","0","H302","","0","0","0","0","H302","4","X","005","21000","","22C033","0","000000","0","1","0","1","1","03","30","03","30","1","5","","1","","","","218","","2019","0","0","0","0","0","0","EAST BATON ROUGE","033","00","00","","N","OTH","000-000-000","CREW WAS IN SOLVAY INDUSTRIES.  CARS WERE LEFT FOUL BY INDUSTRY EMPLOYEES IN TRACK 723.  CREW WENT T","O COUPLE TO CARS TO SHOVE IN CLEAR & SWITCH WAS LINED FOR ADJACENT TRACK & CARS SIDE SWIPED.  MP D-2","20 NEW ORLEANS SUB","","","","","","","","","","","","","0","30.451468","-91.187147","2","5","K","","","NEW ORLEANS",
"19","06","KCS","19062001","","","","","19","06","KCS","19062001","","","19","06","20","7","30","PM","12","0","0","0","0","","BATON ROUGE","0220.0","22","80","3","2","000","R","CUT1","4","174","6","N","TRACK 723 & 728","X","","4","TILX","100592","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","14500","0","H302","","0","0","0","0","H302","4","X","005","21000","","22C033","0","000000","0","0","0","0","0","","","","","3","5","","1","","","","218","","2019","0","0","0","0","0","0","EAST BATON ROUGE","033","00","00","","N","OTH","000-000-000","CREW WAS IN SOLVAY INDUSTRIES.  CARS WERE LEFT FOUL BY INDUSTRY EMPLOYEES IN TRACK 723.  CREW WENT T","O COUPLE TO CARS TO SHOVE IN CLEAR & SWITCH WAS LINED FOR ADJACENT TRACK & CARS SIDE SWIPED.  MP D-2","20 NEW ORLEANS SUB","","","","","","","","","","","","","0","30.451468","-91.187147","2","5","K","","","NEW ORLEANS",
"19","06","UP","0619GL033","","","","","19","06","UP","0619GL033","","","19","06","30","5","45","AM","01","0","0","0","0","","ST PAUL","351.96","27","74","1","2","003","R","MPRS","2","7921","1","Y","YARD 022","1","","2","TBOX","672836","066","N","","","000","","4","0","0","0","0","0","0","0","0","0","34","0","96","0","0","0","0","4","0","0","17210","4678","T001","","0","0","0","0","T001","2","1","003","21888","","27C123","0","000000","0","1","0","1","0","07","13","07","13","1","4","","1","","","","226","","2019","0","0","0","0","0","0","RAMSEY","123","00","00","","N","OTH","000-000-000","MPRSS-28 LEAD LOCOMOTIVE UP6768 WAS PULLING INTO TRACK 22 AT HOFFMAN.  THEY STOPPED ON THE SOUTH END","OF 22 SO THE CONDUCTOR COULD GET OFF AND LINE A SWITCH.  CREW THEN STARTED AHEAD AND WERE THEN NOTI","FIED THEY DERAILED 4 CARS.","","","","","","","","","","","","","0","44.941917","-93.050663","2","5","K","","","ALBERT LEA SUB",
"19","03","RRVW","031519","","","","","19","03","RRVW","031519","","","19","03","15","5","30","PM","01","0","0","0","0","","CASSELTON","54.2","38","30","2","1","010","E","BARN","3","3360","1","Y","MAIN","2","3","1","BNSF","496620","085","N","","","000","","2","0","0","1","0","0","0","0","0","0","0","0","112","0","0","0","0","4","0","0","10760","8000","M101","","0","0","0","0","M101","1","2","010","18760","","38C017","0","000000","0","1","0","1","0","01","50","01","50","1","8","","3","","","","360","","2019","0","0","0","0","0","0","CASS","017","","","","N","CWR","000-000-000","PULLED EMPTY GRAIN TRAIN FROM CASSELTON MAIN LINE. 85TH & 86TH CAR CAME OFF THE TRACKS DUE TO ICED U","P CROSSINGS CREW WAS UNAWARE OF DERAILMENT. CONTINUED TO PULL UNTIL TRAIN WENT INTO EMERGENCY. AT TH","AT TIME THE CONDUCTOR WALKED BACK FOUND 2 CARS DERAILED EAST OF THE INTERSTATE BRIDGE AND 2 MORE DER","AILED AT THE EAST MRG MAIN LINE SWITCH DUE TO A ROLLED RAIL.","","","","","","","","","","","","0","46.890665","-97.221582","2","3","","","","SECOND",
"19","02","NJTR","201909510","","","","","19","02","NJTR","201909510","","","19","02","04","4","42","AM","13","0","0","0","0","","FAR HILLS","37.8","34","32","4","1","050","E","400","3","0","D","Y","SINGLE MAIN","3","000000","1","NJTR","001489","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","23418","1995","T404","","0","0","0","0","T404","1","3","050","25413","","34C035","0","000000","0","1","0","1","1","","44","","59","1","1","","6","","","","209","","2019","0","0","0","0","0","0","SOMERSET","035","","","","Y","CWR","","TRAIN #400 STRUCK A DAMAGES CATENARY SUPPORT REGISTRATION ARM THAT WAS BROKEN LOOSE AT THE CERAMIC I","NSULATOR ARM DAMAGING PANTOGRAPHS ON EMU CARS #1489, 1488 AND 1306 WHILE TRAIN WAS ENROUTE EAST NEAR","MP 37.8.","","","","","","","","","","","","","0","40.705287","-74.590965","1","1","A","L","Q","HOBOKEN",
"19","07","NJTR","201907416","","","","","19","07","NJTR","201907416","","","19","07","01","11","30","PM","13","0","0","0","0","","KEARNY","0.0","34","85","4","1","001","E","MM06","3","0","7","Y","S&I TRACK #2","1","000000","2","NJTR","006026","001","N","NJTR","006028","002","N","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","12633","0","E09C","T103","0","0","0","0","E09C","2","1","001","12633","","34C017","0","000000","0","1","0","1","0","08","","08","15","1","1","","6","","","","282","","2019","0","0","0","0","0","0","HUDSON","017","","","","N","CWR","","YARD CREW #MM-06 OBSERVED BUFFER PLATE DAMAGE ON THE B-END OF CAR #6026 AND C-END OF CAR #6028 DURIN","G SHOP MOVE WEST OF THE S&I BUILDING AS A RESULT OF ONE CAR HAVING MORE AIR REMAINING WHEN DRILLED A","ND A REPORTED TRACK CONDITION AS A CONTRIBUTING FACTOR. CONFIRMED NO TRACK DAMAGE.","","","","","","","","","","","","","0","40.764061","-74.097159","2","5","L","","","NEWARK",
"19","08","CRSH","135328","","","","","19","08","CRSH","135328","","","19","08","30","2","35","PM","05","0","0","0","0","","MANVILLE","MP017.","34","84","2","1","005","E","FM15","4","0","1","Y","DOUBLE-LEHIGH #1","4","0010","1","CKIX","050011","002","Y","","","000","","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","18668","0","H302","","0","0","0","0","H302","1","4","005","35374","","34C035","0","000000","0","1","0","1","1","07","06","07","06","3","1","","3","","","","46","","2019","0","0","0","0","0","0","SOMERSET","035","00","00","","N","CWR","000-000-000","CONDUCTOR LEFT CAR IN THE FOUL WHILE SWITCHING","","","","","","","","","","","","","","","0","40.649693","-74.293336","1","1","D","","","NORTH JERSEY",
"19","08","NJTR","201908431","","","","","19","08","NJTR","201908431","","","19","08","02","12","9","AM","01","0","0","0","0","","BAY HEAD","38.1","34","78","4","1","005","E","MM08","4","0","7","Y","TRACK 4","1","000000","2","NJTR","005361","001","N","","","000","","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","6700","1106","H702","","0","0","0","0","H702","2","1","005","7806","","34C029","0","000000","0","1","0","1","1","06","10","06","25","1","1","","6","","","","199","","2019","0","0","0","0","0","0","OCEAN","029","00","00","","N","CWR","","YARD CREW #MM-08 OPERATED THROUGH IMPROPERLY LINED SW #5055 ENROUTE WEST AND DERAILED FIRST TRUCK OF","CAR #5361 OVER TRACK FOR DERAIL AND BLUE LIGHT AFTER BRAKEMAN LINED THE WRONG SWITCH FOR MOVEMENT.","","","","","","","","","","","","","","0","40.075378","-74.048167","2","5","R","","","NEWARK",
"19","08","NJTR","201908444","","","","","19","08","ATK","160469","","","19","08","03","9","5","PM","13","0","0","0","0","","HARRISON","8.3","34","83","4","1","010","E","MM12","4","0","D","Y","HUDSON INTERLOCKING","1","000000","2","NJTR","001332","001","N","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","2149","0","T404","","0","0","0","0","T404","2","1","010","13849","","34C017","0","000000","0","1","0","1","1","05","35","05","50","1","1","","6","","","","142","","2019","0","0","0","0","0","0","HUDSON","017","","","","N","CWR","","CREW MM-12 SHOVED WEST TO CLEAR HUDSON INTERLOCKING AND CAUGHT A BROKEN COUPLER IN THE CATENARY CAUS","ING DAMAGE TO THE PANTOGRAPH OF CAR #1332.","","","","","","","","","","","","","","0","40.741767","-74.140098","2","5","L","","","NEWARK",
"19","08","NJTR","201908463","","","","","19","08","NJTR","201908463","","","19","08","12","12","45","AM","13","0","0","0","0","","HOBOKEN","","34","68","4","1","005","E","EXTA","3","0","8","Y","B13","1","000000","2","NJTR","004517","001","N","","","000","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12729","0","H999","","0","0","0","0","H999","2","1","005","12729","","34C017","0","000000","0","1","0","1","1","04","45","05","","1","1","","6","","","","186","","2019","0","0","0","0","0","0","HUDSON","017","","","","N","CWR","","HOBOKEN EXTRA CREW OPERATED ENGINE #4517 WITH PANTOGAPH RAISED INTO UNELECTRIFIED TERRITORY WHILE AT","TEMPTING TO FUEL VIA THE UNWIRED OLD WESTBOUND TRACK. CONFIRMED NO DAMAGE TO CATENARY.","","","","","","","","","","","","","","0","40.735566","-74.035393","2","5","L","","","HOBOKEN",
"19","08","UP","0819PN017","","","","","19","08","UP","0819PN017","","","19","08","16","2","0","AM","01","0","0","0","0","","EUGENE","650.0","41","66","4","1","005","E","MRVP","1","7700","1","Y","YARD 030","1","","2","UP","275634","030","N","","","000","","9","0","0","0","0","0","0","0","0","0","21","0","47","0","0","0","0","7","0","0","8775","7490","H503","","0","0","0","0","H503","2","1","005","16265","","41C039","0","000000","0","1","0","1","0","11","15","11","15","1","8","","1","","","","170","","2019","0","0","0","0","0","0","LANE","039","00","00","","N","OTH","000-000-000","MRVPD-14, LEAD LOCOMOTIVE UP2595, DERAILED 7 RAILCARS IN THE UPRIGHT POSITION, WHILE ON THE NORTH EN","D OF TRACK 330 WITHIN THE EUGENE YARD AND DID NOT AFFECT THE MAINLINE.","","","","","","","","","","","","","","0","44.075401","-123.137798","2","5","K","","","BROOKLYN SUB",
"19","01","BNSF","TC0119110","","","","","19","01","BNSF","TC0119110","","","19","01","14","2","56","PM","01","0","0","0","0","","MANDAN","199.3","38","25","2","1","004","E","CBTM","4","0","8","Y","2199","1","","2","BNSF","005993","001","","","","000","","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15000","1500","H307","H702","0","0","0","0","H307","2","1","004","16500","","38C059","0","000000","0","1","0","1","0","03","56","03","56","1","8","","1","","","","310","","2019","0","0","0","0","0","0","MORTON","059","00","00","","N","OTH","000-000-000","C-BTMCOB0-04 DERAILED 1 LOCOMOTIVE IN YARD TRACK 2199 WHILE OPERATING LIGHT ENGINES. AFTER SHOVING T","HROUGH AND IMPROPERLY LINED SWITCH, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE","TO CONTROL SHOVE MOVE IN TURN RUNNING THROUGH AN IMPROPERLY LINED SWITCH. NO HAZARDOUS MATERIAL WAS","RELEASED.","","","","","","","","","","","","0","46.82805","-100.872803","2","5","K","","","JAMESTOWN",
"19","06","BNSF","TC0619103","","","","","19","06","BNSF","TC0619103","","","19","06","07","1","15","AM","01","0","0","0","0","","MANDAN","200.0","38","50","4","1","004","E","YMAN","3","605","7","Y","2139","1","","2","BNSF","001745","001","","","","000","","1","0","0","0","0","0","0","0","0","0","2","0","10","0","0","0","0","2","0","0","9787","1500","H607","H702","0","0","0","0","H607","2","1","004","11287","","38C059","0","000000","0","0","0","1","1","","","02","45","1","8","","1","","","","243","","2019","0","0","0","0","0","0","MORTON","059","","","","N","OTH","000-000-000","RCO Y-YMAN3032-06 DERAILED 2 RAILCARS IN YARD TRACK 2139. AFTER PULLING THROUGH AN IMPROPERLY LINED","SWITCH, SUBSEQUENTLY DERAILED UPON CHANGING DIRECTIONS. CAUSE IS FAILURE TO COMPLY WITH RESTRICTED S","PEED. NO HAZARDOUS MATERIALS WERE RELEASED.","","","","","","","","","","","","","3","46.824874","-100.885429","2","5","K","","","JAMESTOWN",
"19","01","CP","1000927658","","","","","19","01","CP","1000927658","","","19","01","29","10","50","PM","01","0","0","0","0","","KENMARE","516.6","38","-35","4","1","013","R","3920","3","13100","1","Y","SINGLE MAIN TRACK","5","31","1","SMW","841167","058","Y","","","000","","1","0","1","0","0","0","0","0","0","0","104","0","0","0","0","16","0","0","0","0","453778","45330","T210","","0","0","0","0","T210","1","5","013","499108","","38C101","0","000000","0","1","0","1","0","07","","07","","1","8","","1","","","","978","","2019","0","0","0","0","0","0","WARD","101","","","","N","CWR","000-000-000","392-021 (GRAIN TRAIN) EXPERIENCED AN UNDESIRED EMERGENCY BRAKE APPLICATION AT APPROXIMATELY MP. 516.","0 ON PORTAL SUB. INSPECTION OF TRAIN IDENTIFIED THAT LINE 58 THRU 73 DERAILED. PREVIOUSLY CREW STOPP","ED AT MP. 520.0 (WEST KENMARE) & RECEIVED AUTHORITY TO PASS SIGNAL DISPLAYING STOP DUE TO A TRACK LI","GHT THAT CAME IN BEHIND THE 293-28. AFTER RECEIVING AUTHORITY FROM DISPATCHER, CREW BRIEFED ON THE R","EQUIREMENTS OF RESTRICTED SPEED AS WELL AS DISTANCE & LOCATION THE RESTRICTION PERTAINED TO. CREW DE","PARTED AT RESTRICTED SPEED FROM MP 520.0 TO MP 516.0 WHERE THEY PASSED A PROCEED INDICATION. THEY TR","AVELED APPROXIMATELY 3000 FEET PAST THE SIGNAL AT MP 516.0 BEFORE EXPERIENCING AN UNDESIRED EMERGENC","Y BRAKE APPLICATION. CREW STATED THEY DID NOT SEE OR FEEL ANYTHING ABNORMAL WHEN THE TRAIN WENT INTO","EMERGENCY, THERE WAS NO SEVERE SLACK ACTION EVENT. A BROKEN RAIL WAS IDENTIFIED AS THE CAUSE - POD","APPROXIMATELY 130 FEET WEST OF THE BRIDGE AT MP 516.6 RESULTING IN DERAILMENT.","","","","","","0","48.646135","-102.056458","1","1","Q","","","PORTAL",
